Station Name,AMHERSTBURG,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2023,2023,01,13,†,-12,,-17,,-14.5,,32.5,,0,,0,,0,T,0,T,8,,,,,
14-01-2023,2023,01,14,,,,,,,,,,,,,,,,,,,,,,,
15-01-2023,2023,01,15,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
16-01-2023,2023,01,16,,,,,,,,,,,,,,,,,,,,,,,
17-01-2023,2023,01,17,,,,,,,,,,,,,,,,,,,,,,,
18-01-2023,2023,01,18,†,5,,-4,,0.5,,17.5,,0,,1.2,,0,T,1.2,,2,,,,,
19-01-2023,2023,01,19,†,3,,,M,,M,,M,,M,0,,0,T,0,T,0,,,,,
20-01-2023,2023,01,20,,,,,,,,,,,,,,,,,,,,,,,
21-01-2023,2023,01,21,†,-4,,-6,,-5,,23,,0,,0,,0,,0,,4,,,,,
22-01-2023,2023,01,22,,,,,,,,,,,,,,,,,,,,,,,
23-01-2023,2023,01,23,,,,,,,,,,,,,,,,,,,,,,,
24-01-2023,2023,01,24,,,,,,,,,,,,,,,,,,,,,,,
25-01-2023,2023,01,25,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
26-01-2023,2023,01,26,†,-5,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
27-01-2023,2023,01,27,,,,,,,,,,,,,,,,,,,,,,,
28-01-2023,2023,01,28,†,2,,-14,,-6,,24,,0,,0,T,0,,0,T,3,,,,,
29-01-2023,2023,01,29,,,,,,,,,,,,,,,,,,,,,,,
30-01-2023,2023,01,30,,,,,,,,,,,,,,,,,,,,,,,
31-01-2023,2023,01,31,†,1,,-13.5,,-6.3,,24.3,,0,,0,,5,,5,,0,,,,,
01-02-2023,2023,02,01,†,-4,,-6,,-5,,23,,0,,0,,15,,15,,8,,,,,
02-02-2023,2023,02,02,†,-7,,-10.5,,-8.8,,26.8,,0,,0,,0,,0,,30,,,,,
03-02-2023,2023,02,03,,,,,,,,,,,,,,,,,,,,,,,
04-02-2023,2023,02,04,†,1,,-6,,-2.5,,20.5,,0,,0,,2,,2,,30,,,,,
05-02-2023,2023,02,05,,,,,,,,,,,,,,,,,,,,,,,
06-02-2023,2023,02,06,,,,,,,,,,,,,,,,,,,,,,,
07-02-2023,2023,02,07,,,,,,,,,,,,,,,,,,,,,,,
08-02-2023,2023,02,08,†,2.5,,-0.5,,1,,17,,0,,2.8,,0,T,2.8,,24,,,,,
09-02-2023,2023,02,09,,,,,,,,,,,,,,,,,,,,,,,
10-02-2023,2023,02,10,†,-1.5,,,M,,M,,M,,M,0,,0,T,0,T,0,,,,,
11-02-2023,2023,02,11,†,0.5,,-10,,-4.8,,22.8,,0,,0,,2,,2,,20,,,,,
12-02-2023,2023,02,12,,,,,,,,,,,,,,,,,,,,,,,
13-02-2023,2023,02,13,†,-4,,-19,,-11.5,,29.5,,0,,0,,5,,5,,20,,,,,
14-02-2023,2023,02,14,†,-7,,-14.5,,-10.8,,28.8,,0,,0,,0,,0,,23,,,,,
15-02-2023,2023,02,15,,,,,,,,,,,,,,,,,,,,,,,
16-02-2023,2023,02,16,†,-12,,-24,,-18,,36,,0,,0,,0,,0,,22,,,,,
17-02-2023,2023,02,17,,,,,,,,,,,,,,,,,,,,,,,
18-02-2023,2023,02,18,†,-5.5,,-15.5,,-10.5,,28.5,,0,,0,,0,T,0,T,22,,,,,
19-02-2023,2023,02,19,,,,,,,,,,,,,,,,,,,,,,,
20-02-2023,2023,02,20,,,,,,,,,,,,,,,,,,,,,,,
21-02-2023,2023,02,21,†,-3,,-20,,-11.5,,29.5,,0,,0,,3,,3,,0,,,,,
22-02-2023,2023,02,22,†,1,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
23-02-2023,2023,02,23,,,,,,,,,,,,,,,,,,,,,,,
24-02-2023,2023,02,24,†,-6.5,,-18.5,,-12.5,,30.5,,0,,0,,0,,0,,24,,,,,
25-02-2023,2023,02,25,,,,,,,,,,,,,,,,,,,,,,,
26-02-2023,2023,02,26,†,-8.5,,-14.5,,-11.5,,29.5,,0,,0,,3,,3,,23,,,,,
27-02-2023,2023,02,27,,,,,,,,,,,,,,,,,,,,,,,
28-02-2023,2023,02,28,,,,,,,,,,,,,,,,,,,,,,,
01-03-2023,2023,03,01,†,-2.5,,-12.5,,-7.5,,25.5,,0,,0,,1,,1,,27,,,,,
02-03-2023,2023,03,02,,,,,,,,,,,,,,,,,,,,,,,
03-03-2023,2023,03,03,†,2,,-10,,-4,,22,,0,,3,,0,T,3,,27,,,,,
04-03-2023,2023,03,04,†,3.5,,-5.5,,-1,,19,,0,,0,,0,,0,,24,,,,,
05-03-2023,2023,03,05,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
06-03-2023,2023,03,06,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
07-03-2023,2023,03,07,†,6,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
08-03-2023,2023,03,08,†,7,,2,,4.5,,13.5,,0,,0,,0,,0,,20,,,,,
09-03-2023,2023,03,09,,,,,,,,,,,,,,,,,,,,,,,
10-03-2023,2023,03,10,,,,,,,,,,,,,,,,,,,,,,,
11-03-2023,2023,03,11,†,11,,-4,,3.5,,14.5,,0,,0,,0,,0,,0,,,,,
12-03-2023,2023,03,12,†,7,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
13-03-2023,2023,03,13,,,,,,,,,,,,,,,,,,,,,,,
14-03-2023,2023,03,14,†,11,,3,,7,,11,,0,,0,,0,,0,,0,,,,,
15-03-2023,2023,03,15,,,,,,,,,,,,,,,,,,,,,,,
16-03-2023,2023,03,16,†,13,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
17-03-2023,2023,03,17,,,,,,,,,,,,,,,,,,,,,,,
18-03-2023,2023,03,18,,,,,,,,,,,,,,,,,,,,,,,
19-03-2023,2023,03,19,†,9,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
20-03-2023,2023,03,20,,,,,,,,,,,,,,,,,,,,,,,
21-03-2023,2023,03,21,,,,,,,,,,,,,,,,,,,,,,,
22-03-2023,2023,03,22,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
23-03-2023,2023,03,23,,,,,,,,,,,,,,,,,,,,,,,
24-03-2023,2023,03,24,,,,,,,,,,,,,,,,,,,,,,,
25-03-2023,2023,03,25,,,,,,,,,,,,,,,,,,,,,,,
26-03-2023,2023,03,26,†,7,,0,,3.5,,14.5,,0,,0,,0,,0,,0,,,,,
27-03-2023,2023,03,27,,,,,,,,,,,,,,,,,,,,,,,
28-03-2023,2023,03,28,†,2.5,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
29-03-2023,2023,03,29,†,6,,-9,,-1.5,,19.5,,0,,0,,0,T,0,T,0,,,,,
30-03-2023,2023,03,30,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
31-03-2023,2023,03,31,†,15,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
01-04-2023,2023,04,01,†,15,,0,,7.5,,10.5,,0,,0,,0,,0,,0,,,,,
02-04-2023,2023,04,02,†,14.5,,3.5,,9,,9,,0,,6,,0,,6,,0,,,,,
03-04-2023,2023,04,03,†,15,,4,,9.5,,8.5,,0,,1,,0,,1,,0,,,,,
04-04-2023,2023,04,04,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
05-04-2023,2023,04,05,,,,,,,,,,,,,,,,,,,,,,,
06-04-2023,2023,04,06,†,13.5,,,M,,M,,M,,M,1.4,,0,,1.4,,0,,,,,
07-04-2023,2023,04,07,†,8,,4,,6,,12,,0,,0.4,,0,,0.4,,0,,,,,
08-04-2023,2023,04,08,,,,,,,,,,,,,,,,,,,,,,,
09-04-2023,2023,04,09,†,18,,2.5,,10.3,,7.7,,0,,8,,0,,8,,0,,,,,
10-04-2023,2023,04,10,†,15,,8.5,,11.8,,6.2,,0,,0,,0,,0,,0,,,,,
11-04-2023,2023,04,11,†,18.5,,1.5,,10,,8,,0,,0,,0,,0,,0,,,,,
12-04-2023,2023,04,12,†,15.5,,1,,8.3,,9.7,,0,,0,,0,,0,,0,,,,,
13-04-2023,2023,04,13,†,21.5,,,M,,M,,M,,M,7.4,,0,,7.4,,0,,,,,
14-04-2023,2023,04,14,†,17.5,,3.5,,10.5,,7.5,,0,,0,,0,,0,,0,,,,,
15-04-2023,2023,04,15,,,,,,,,,,,,,,,,,,,,,,,
16-04-2023,2023,04,16,,,,,,,,,,,,,,,,,,,,,,,
17-04-2023,2023,04,17,,,,,,,,,,,,,,,,,,,,,,,
18-04-2023,2023,04,18,†,23,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
19-04-2023,2023,04,19,†,15,,5,,10,,8,,0,,11.2,,0,,11.2,,0,,,,,
20-04-2023,2023,04,20,†,18,,10,,14,,4,,0,,1.4,,0,,1.4,,0,,,,,
21-04-2023,2023,04,21,†,12.5,,5,,8.8,,9.2,,0,,0,,0,,0,,0,,,,,
22-04-2023,2023,04,22,†,7,,2.5,,4.8,,13.2,,0,,0,,0,,0,,0,,,,,
23-04-2023,2023,04,23,†,5,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
24-04-2023,2023,04,24,,,,,,,,,,,,,,,,,,,,,,,
25-04-2023,2023,04,25,,,,,,,,,,,,,,,,,,,,,,,
26-04-2023,2023,04,26,†,14,,2,,8,,10,,0,,0,,0,,0,,0,,,,,
27-04-2023,2023,04,27,,,,,,,,,,,,,,,,,,,,,,,
28-04-2023,2023,04,28,†,20,,0,,10,,8,,0,,0,,0,,0,,0,,,,,
29-04-2023,2023,04,29,,,,,,,,,,,,,,,,,,,,,,,
30-04-2023,2023,04,30,,,,,,,,,,,,,,,,,,,,,,,
01-05-2023,2023,05,01,†,22,,6,,14,,4,,0,,0,,0,,0,,0,,,,,
02-05-2023,2023,05,02,†,24,,7,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
03-05-2023,2023,05,03,†,26,,8,,17,,1,,0,,0,,0,,0,,0,,,,,
04-05-2023,2023,05,04,†,22.5,,15.5,,19,,0,,1,,3,,0,,3,,0,,,,,
05-05-2023,2023,05,05,,,,,,,,,,,,,,,,,,,,,,,
06-05-2023,2023,05,06,,,,,,,,,,,,,,,,,,,,,,,
07-05-2023,2023,05,07,†,28,,9,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
08-05-2023,2023,05,08,†,30.5,,13,,21.8,,0,,3.8,,0,,0,,0,,0,,,,,
09-05-2023,2023,05,09,†,29,,14,,21.5,,0,,3.5,,4.2,,0,,4.2,,0,,,,,
10-05-2023,2023,05,10,†,28,,13,,20.5,,0,,2.5,,1,,0,,1,,0,,,,,
11-05-2023,2023,05,11,†,29.5,,15,,22.3,,0,,4.3,,9.4,,0,,9.4,,0,,,,,
12-05-2023,2023,05,12,,,,,,,,,,,,,,,,,,,,,,,
13-05-2023,2023,05,13,†,13,,7,,10,,8,,0,,0,,0,,0,,0,,,,,
14-05-2023,2023,05,14,†,19,,1,,10,,8,,0,,5,,0,,5,,0,,,,,
15-05-2023,2023,05,15,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,2023,05,16,†,25.5,,16,,20.8,,0,,2.8,,4.8,,0,,4.8,,0,,,,,
17-05-2023,2023,05,17,†,28,,17,,22.5,,0,,4.5,,0,,0,,0,,0,,,,,
18-05-2023,2023,05,18,,,,,,,,,,,,,,,,,,,,,,,
19-05-2023,2023,05,19,†,13.5,,11,,12.3,,5.7,,0,,0,,0,,0,,0,,,,,
20-05-2023,2023,05,20,,,,,,,,,,,,,,,,,,,,,,,
21-05-2023,2023,05,21,,,,,,,,,,,,,,,,,,,,,,,
22-05-2023,2023,05,22,†,20,,10.5,,15.3,,2.7,,0,,0,,0,,0,,0,,,,,
23-05-2023,2023,05,23,,,,,,,,,,,,,,,,,,,,,,,
24-05-2023,2023,05,24,†,27,,10,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
25-05-2023,2023,05,25,†,27,,17,,22,,0,,4,,0,T,0,,0,T,0,,,,,
26-05-2023,2023,05,26,†,29.5,,17.5,,23.5,,0,,5.5,,3.8,,0,,3.8,,0,,,,,
27-05-2023,2023,05,27,†,27,,18,,22.5,,0,,4.5,,11.2,,0,,11.2,,0,,,,,
28-05-2023,2023,05,28,,,,,,,,,,,,,,,,,,,,,,,
29-05-2023,2023,05,29,,,,,,,,,,,,,,,,,,,,,,,
30-05-2023,2023,05,30,†,29.5,,19.5,,24.5,,0,,6.5,,68,,0,,68,,0,,,,,
31-05-2023,2023,05,31,†,12,,9.5,,10.8,,7.2,,0,,26.8,,0,,26.8,,0,,,,,
01-06-2023,2023,06,01,†,16.5,,7,,11.8,,6.2,,0,,0,,0,,0,,0,,,,,
02-06-2023,2023,06,02,,,,,,,,,,,,,,,,,,,,,,,
03-06-2023,2023,06,03,†,23.5,,7.5,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
04-06-2023,2023,06,04,†,27,,13.5,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
05-06-2023,2023,06,05,†,27.5,,14,,20.8,,0,,2.8,,1,,0,,1,,0,,,,,
06-06-2023,2023,06,06,†,22,,13,,17.5,,0.5,,0,,0,,0,,0,,0,,,,,
07-06-2023,2023,06,07,†,27,,8,,17.5,,0.5,,0,,6.6,,0,,6.6,,0,,,,,
08-06-2023,2023,06,08,†,26,,19,,22.5,,0,,4.5,,3.4,,0,,3.4,,0,,,,,
09-06-2023,2023,06,09,,,,,,,,,,,,,,,,,,,,,,,
10-06-2023,2023,06,10,†,32.5,,17.5,,25,,0,,7,,1.2,,0,,1.2,,0,,,,,
11-06-2023,2023,06,11,†,23,,16,,19.5,,0,,1.5,,1.2,,0,,1.2,,0,,,,,
12-06-2023,2023,06,12,†,28,,16,,22,,0,,4,,33.8,,0,,33.8,,0,,,,,
13-06-2023,2023,06,13,†,22.5,,14,,18.3,,0,,0.3,,0,,0,,0,,0,,,,,
14-06-2023,2023,06,14,,,,,,,,,,,,,,,,,,,,,,,
15-06-2023,2023,06,15,†,29,,21,,25,,0,,7,,15.4,,0,,15.4,,0,,,,,
16-06-2023,2023,06,16,†,29.5,,20,,24.8,,0,,6.8,,0,,0,,0,,0,,,,,
17-06-2023,2023,06,17,†,25,,15.5,,20.3,,0,,2.3,,2,,0,,2,,0,,,,,
18-06-2023,2023,06,18,†,28.5,,18,,23.3,,0,,5.3,,0.6,,0,,0.6,,0,,,,,
19-06-2023,2023,06,19,,,,,,,,,,,,,,,,,,,,,,,
20-06-2023,2023,06,20,†,26,,13,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
21-06-2023,2023,06,21,†,29,,19,,24,,0,,6,,0,,0,,0,,0,,,,,
22-06-2023,2023,06,22,†,29,,16.5,,22.8,,0,,4.8,,28.2,,0,,28.2,,0,,,,,
23-06-2023,2023,06,23,†,27,,19,,23,,0,,5,,0,,0,,0,,0,,,,,
24-06-2023,2023,06,24,†,27,,12,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
25-06-2023,2023,06,25,,,,,,,,,,,,,,,,,,,,,,,
26-06-2023,2023,06,26,†,25,,14.5,,19.8,,0,,1.8,,27.8,,0,,27.8,,0,,,,,
27-06-2023,2023,06,27,†,17,,14,,15.5,,2.5,,0,,30.4,,0,,30.4,,0,,,,,
28-06-2023,2023,06,28,†,25,,14.5,,19.8,,0,,1.8,,0,,0,,0,,0,,,,,
29-06-2023,2023,06,29,†,24.5,,15,,19.8,,0,,1.8,,1.8,,0,,1.8,,0,,,,,
30-06-2023,2023,06,30,†,26,,17,,21.5,,0,,3.5,,2.4,,0,,2.4,,0,,,,,
01-07-2023,2023,07,01,†,24.5,,17,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
02-07-2023,2023,07,02,†,24,,14,,19,,0,,1,,0,,0,,0,,0,,,,,
03-07-2023,2023,07,03,†,25,,10,,17.5,,0.5,,0,,0,,0,,0,,0,,,,,
04-07-2023,2023,07,04,†,26,,11,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
05-07-2023,2023,07,05,†,28,,14,,21,,0,,3,,0,,0,,0,,0,,,,,
06-07-2023,2023,07,06,,,,,,,,,,,,,,,,,,,,,,,
07-07-2023,2023,07,07,†,26,,18,,22,,0,,4,,8.6,,0,,8.6,,0,,,,,
08-07-2023,2023,07,08,†,20,,12.5,,16.3,,1.7,,0,,14.4,,0,,14.4,,0,,,,,
09-07-2023,2023,07,09,†,24,,17,,20.5,,0,,2.5,,3.5,,0,,3.5,,0,,,,,
10-07-2023,2023,07,10,†,26,,13,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
11-07-2023,2023,07,11,†,28,,13.5,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
12-07-2023,2023,07,12,†,25,,18,,21.5,,0,,3.5,,0,,0,,0,,0,,,,,
13-07-2023,2023,07,13,,,,,,,,,,,,,,,,,,,,,,,
14-07-2023,2023,07,14,†,29,,19.5,,24.3,,0,,6.3,,1.8,,0,,1.8,,0,,,,,
15-07-2023,2023,07,15,†,23.5,,14.5,,19,,0,,1,,0,,0,,0,,0,,,,,
16-07-2023,2023,07,16,†,25,,11,,18,,0,,0,,3.6,,0,,3.6,,0,,,,,
17-07-2023,2023,07,17,†,30,,18,,24,,0,,6,,0,,0,,0,,0,,,,,
18-07-2023,2023,07,18,†,32,,21,,26.5,,0,,8.5,,3,,0,,3,,0,,,,,
19-07-2023,2023,07,19,†,33,,21.5,,27.3,,0,,9.3,,0,,0,,0,,0,,,,,
20-07-2023,2023,07,20,†,30,,15,,22.5,,0,,4.5,,0,,0,,0,,0,,,,,
21-07-2023,2023,07,21,,,,,,,,,,,,,,,,,,,,,,,
22-07-2023,2023,07,22,†,27,,14.5,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
23-07-2023,2023,07,23,†,29,,15,,22,,0,,4,,0,,0,,0,,0,,,,,
24-07-2023,2023,07,24,†,31,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
25-07-2023,2023,07,25,†,31.5,,18.5,,25,,0,,7,,5.4,,0,,5.4,,0,,,,,
26-07-2023,2023,07,26,†,30,,20,,25,,0,,7,,0,,0,,0,,0,,,,,
27-07-2023,2023,07,27,†,32,,16,,24,,0,,6,,0,,0,,0,,0,,,,,
28-07-2023,2023,07,28,†,33.5,,17.5,,25.5,,0,,7.5,,0,,0,,0,,0,,,,,
29-07-2023,2023,07,29,,,,,,,,,,,,,,,,,,,,,,,
30-07-2023,2023,07,30,†,30.5,,19,,24.8,,0,,6.8,,0,,0,,0,,0,,,,,
31-07-2023,2023,07,31,†,31,,19.5,,25.3,,0,,7.3,,0,,0,,0,,0,,,,,
01-08-2023,2023,08,01,†,29,,16.5,,22.8,,0,,4.8,,0,,0,,0,,0,,,,,
02-08-2023,2023,08,02,†,33.5,,16.5,,25,,0,,7,,27.8,,0,,27.8,,0,,,,,
03-08-2023,2023,08,03,,,,,,,,,,,,,,,,,,,,,,,
04-08-2023,2023,08,04,†,28.5,,15,,21.8,,0,,3.8,,0,,0,,0,,0,,,,,
05-08-2023,2023,08,05,†,27,,15.5,,21.3,,0,,3.3,,0,,0,,0,,0,,,,,
06-08-2023,2023,08,06,,,,,,,,,,,,,,,,,,,,,,,
07-08-2023,2023,08,07,†,27,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
08-08-2023,2023,08,08,†,25,,15,,20,,0,,2,,1.4,,0,,1.4,,0,,,,,
09-08-2023,2023,08,09,†,28.5,,18.5,,23.5,,0,,5.5,,0,,0,,0,,0,,,,,
10-08-2023,2023,08,10,†,27,,20,,23.5,,0,,5.5,,11.6,,0,,11.6,,0,,,,,
11-08-2023,2023,08,11,,,,,,,,,,,,,,,,,,,,,,,
12-08-2023,2023,08,12,,,,,,,,,,,,,,,,,,,,,,,
13-08-2023,2023,08,13,†,30,,14.5,,22.3,,0,,4.3,,0,,0,,0,,0,,,,,
14-08-2023,2023,08,14,†,30.5,,20.5,,25.5,,0,,7.5,,0,,0,,0,,0,,,,,
15-08-2023,2023,08,15,,,,,,,,,,,,,,,,,,,,,,,
16-08-2023,2023,08,16,†,31,,18,,24.5,,0,,6.5,,0,,0,,0,,0,,,,,
17-08-2023,2023,08,17,†,31.5,,21,,26.3,,0,,8.3,,0,,0,,0,,0,,,,,
18-08-2023,2023,08,18,†,29,,20.5,,24.8,,0,,6.8,,0,T,0,,0,T,0,,,,,
19-08-2023,2023,08,19,†,30.5,,22,,26.3,,0,,8.3,,30.2,,0,,30.2,,0,,,,,
20-08-2023,2023,08,20,†,25,,17,,21,,0,,3,,0,,0,,0,,0,,,,,
21-08-2023,2023,08,21,†,26.5,,15,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
22-08-2023,2023,08,22,,,,,,,,,,,,,,,,,,,,,,,
23-08-2023,2023,08,23,†,28,,15,,21.5,,0,,3.5,,0.6,,0,,0.6,,0,,,,,
24-08-2023,2023,08,24,,,,,,,,,,,,,,,,,,,,,,,
25-08-2023,2023,08,25,†,19,,14,,16.5,,1.5,,0,,0,,0,,0,,0,,,,,
26-08-2023,2023,08,26,,,,,,,,,,,,,,,,,,,,,,,
27-08-2023,2023,08,27,,,,,,,,,,,,,,,,,,,,,,,
28-08-2023,2023,08,28,,,,,,,,,,,,,,,,,,,,,,,
29-08-2023,2023,08,29,,,,,,,,,,,,,,,,,,,,,,,
30-08-2023,2023,08,30,†,29,,19,,24,,0,,6,,0,T,0,,0,T,0,,,,,
31-08-2023,2023,08,31,†,30.5,,17.5,,24,,0,,6,,0,,0,,0,,0,,,,,
01-09-2023,2023,09,01,†,32,,18,,25,,0,,7,,0,,0,,0,,0,,,,,
02-09-2023,2023,09,02,,,,,,,,,,,,,,,,,,,,,,,
03-09-2023,2023,09,03,†,32,,20,,26,,0,,8,,57.2,,0,,57.2,,0,,,,,
04-09-2023,2023,09,04,†,30,,18.5,,24.3,,0,,6.3,,2.6,,0,,2.6,,0,,,,,
05-09-2023,2023,09,05,†,26.5,,19.5,,23,,0,,5,,0.8,,0,,0.8,,0,,,,,
06-09-2023,2023,09,06,†,31.5,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
07-09-2023,2023,09,07,†,32.5,,18,,25.3,,0,,7.3,,0,,0,,0,,0,,,,,
08-09-2023,2023,09,08,,,,,,,,,,,,,,,,,,,,,,,
09-09-2023,2023,09,09,†,25.5,,21,,23.3,,0,,5.3,,0,,0,,0,,0,,,,,
10-09-2023,2023,09,10,,,,,,,,,,,,,,,,,,,,,,,
11-09-2023,2023,09,11,†,20.5,,15,,17.8,,0.2,,0,,4.8,,0,,4.8,,0,,,,,
12-09-2023,2023,09,12,†,19,,11.5,,15.3,,2.7,,0,,0,,0,,0,,0,,,,,
13-09-2023,2023,09,13,†,20,,9,,14.5,,3.5,,0,,0,,0,,0,,0,,,,,
14-09-2023,2023,09,14,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
15-09-2023,2023,09,15,,,,,,,,,,,,,,,,,,,,,,,
16-09-2023,2023,09,16,†,27.5,,13,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
17-09-2023,2023,09,17,,,,,,,,,,,,,,,,,,,,,,,
18-09-2023,2023,09,18,,,,,,,,,,,,,,,,,,,,,,,
19-09-2023,2023,09,19,†,22,,19.5,,20.8,,0,,2.8,,2.2,,0,,2.2,,0,,,,,
20-09-2023,2023,09,20,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
21-09-2023,2023,09,21,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
22-09-2023,2023,09,22,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
23-09-2023,2023,09,23,†,,M,,M,,M,,M,,M,0,,0,,0,,0,,,,,
24-09-2023,2023,09,24,†,26.5,,,M,,M,,M,,M,0,,0,,0,,0,,,,,
25-09-2023,2023,09,25,,,,,,,,,,,,,,,,,,,,,,,
26-09-2023,2023,09,26,,,,,,,,,,,,,,,,,,,,,,,
27-09-2023,2023,09,27,†,25.5,,14.5,,20,,0,,2,,0,,0,,0,,0,,,,,
28-09-2023,2023,09,28,†,26.5,,19,,22.8,,0,,4.8,,0,,0,,0,,0,,,,,
29-09-2023,2023,09,29,†,22.5,,17,,19.8,,0,,1.8,,9.8,,0,,9.8,,0,,,,,
30-09-2023,2023,09,30,†,18.5,,12.5,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
